"filename", "language", "JavaScript React", "JavaScript", "CSS", "comment", "blank", "total"
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/containers/review/studies/studiesDisplay/studiesDisplay.css", "CSS", 0, 0, 8, 0, 1, 9
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/containers/review/studies/studiesDisplay/studiesView/StudiesView.jsx", "JavaScript React", 76, 0, 0, 0, 6, 82
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/containers/review/studies/studiesDisplay/studiesView/studiesView.css", "CSS", 0, 0, 0, 0, 1, 1
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/containers/review/studies/studiesSearch/StudiesSearch.jsx", "JavaScript React", 142, 0, 0, 6, 18, 166
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/containers/review/studies/studiesSearch/studiesSearch.css", "CSS", 0, 0, 26, 0, 6, 32
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/containers/review/team/ReviewTeam.jsx", "JavaScript React", 125, 0, 0, 0, 12, 137
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/containers/review/team/reviewTeam.css", "CSS", 0, 0, 36, 3, 8, 47
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/containers/reviews/Reviews.jsx", "JavaScript React", 108, 0, 0, 0, 11, 119
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/containers/reviews/reviews.css", "CSS", 0, 0, 45, 0, 9, 54
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/index.css", "CSS", 0, 0, 9, 1, 3, 13
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/index.js", "JavaScript", 0, 16, 0, 0, 5, 21
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/reducers/auth.jsx", "JavaScript React", 52, 0, 0, 0, 4, 56
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/reducers/index.js", "JavaScript", 0, 8, 0, 0, 2, 10
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/reducers/message.jsx", "JavaScript React", 13, 0, 0, 0, 5, 18
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/services/api.jsx", "JavaScript React", 8, 0, 0, 0, 2, 10
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/services/auth.service.jsx", "JavaScript React", 36, 0, 0, 13, 6, 55
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/services/auth_header.jsx", "JavaScript React", 8, 0, 0, 0, 1, 9
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/services/setupInterceptors.jsx", "JavaScript React", 45, 0, 0, 1, 9, 55
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/services/token.service.jsx", "JavaScript React", 43, 0, 0, 0, 8, 51
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/services/user.service.jsx", "JavaScript React", 8, 0, 0, 0, 3, 11
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/setupProxy.js", "JavaScript", 0, 10, 0, 0, 1, 11
"/Users/vdanny/Documents/Studia/INŻYNIER/slr_spot_app/slr_spot/slr_spot_frontend/src/store.js", "JavaScript", 0, 9, 0, 0, 2, 11
"Total", "-", 3622, 159, 1999, 88, 797, 6665
